Object ID,Title,Object Name,Department,Culture,Period,Artist Display Name,Medium,Dimensions,Classification,Object Date,General_Text_Description
53198,伝太虚元寿筆　岩に鶺鴒図|Wagtail on a Rock,Hanging scroll,Asian Art,Japan,Nanbokuchō period (1336–92),Taikyo Genju,Hanging scroll; ink on silk,"Image: 32 3/4 × 13 3/4 in. (83.2 × 34.9 cm)
Overall with mounting: 63 3/4 × 18 7/16 in. (161.9 × 46.8 cm)
Overall with knobs: 63 3/4 × 20 1/4 in. (162 × 51.5 cm)",Paintings,mid-14th century,"伝太虚元寿筆　岩に鶺鴒図|Wagtail on a Rock is a Nanbokuchō period (1336–92) Hanging scroll by the Japan artist Taikyo Genju. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring Image: 32 3/4 × 13 3/4 in. (83.2 × 34.9 cm)
Overall with mounting: 63 3/4 × 18 7/16 in. (161.9 × 46.8 cm)
Overall with knobs: 63 3/4 × 20 1/4 in. (162 × 51.5 cm), the work is classified as Paintings and was created in mid-14th century."
53199,"鉄舟徳済筆   蘭竹石図|Orchids, Bamboo, Briars, and Rocks",Hanging scroll,Asian Art,Japan,Nanbokuchō period (1336–92),Tesshū Tokusai,Hanging scroll; ink on paper,"Image: 28 3/8 × 14 1/2 in. (72 × 36.8 cm)
Overall with mounting: 60 1/16 × 19 5/16 in. (152.5 × 49 cm)
Overall with knobs: 60 1/16 × 21 in. (152.5 × 53.4 cm)",Paintings,mid-14th century,"鉄舟徳済筆   蘭竹石図|Orchids, Bamboo, Briars, and Rocks is a Nanbokuchō period (1336–92) Hanging scroll by the Japan artist Tesshū Tokusai. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 28 3/8 × 14 1/2 in. (72 × 36.8 cm)
Overall with mounting: 60 1/16 × 19 5/16 in. (152.5 × 49 cm)
Overall with knobs: 60 1/16 × 21 in. (152.5 × 53.4 cm), the work is classified as Paintings and was created in mid-14th century."
53204,"小大君 「藤房本　三十六歌仙絵巻」　断簡|The Poet Koōgimi, from the “Fujifusa Version” of Thirty-six Poetic Immortals (Fujifusa-bon Sanjūrokkasen emaki)l",Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Unknown,Handscroll fragment mounted as a hanging scroll; ink and color on paper,"H. 11 3/8 in. (28.9 cm); W. 16 1/4 in. (41.3 cm)
Overall: H. 45 13/16 in. (116.4 cm); W. 22 9/16 in. (57.3 cm)",Paintings,15th century,"小大君 「藤房本　三十六歌仙絵巻」　断簡|The Poet Koōgimi, from the “Fujifusa Version” of Thirty-six Poetic Immortals (Fujifusa-bon Sanjūrokkasen emaki)l is a Muromachi period (1392–1573) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Handscroll fragment mounted as a hanging scroll; ink and color on paper. Measuring H. 11 3/8 in. (28.9 cm); W. 16 1/4 in. (41.3 cm)
Overall: H. 45 13/16 in. (116.4 cm); W. 22 9/16 in. (57.3 cm), the work is classified as Paintings and was created in 15th century."
53205,般若菩薩曼荼羅図|Mandala of the Bodhisattva Hannya (Prajnaparamita),Hanging scroll,Asian Art,Japan,Nanbokuchō period (1336–92),Unknown,"Hanging scroll; ink, color, gold, and gold foil on silk","Image: 64 1/2 x 48 5/8 in. (163.8 x 123.5 cm)
Overall with painted mounting: 83 1/4 x 57 3/4 in. (211.5 x 146.7 cm)
Overall with mounting: 126 x 65 1/16 in. (320 x 165.2 cm)
Overall with knobs: 126 x 69 11/16 in. (320 x 177 cm)",Paintings,14th century,"般若菩薩曼荼羅図|Mandala of the Bodhisattva Hannya (Prajnaparamita) is a Nanbokuchō period (1336–92) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink, color, gold, and gold foil on silk. Measuring Image: 64 1/2 x 48 5/8 in. (163.8 x 123.5 cm)
Overall with painted mounting: 83 1/4 x 57 3/4 in. (211.5 x 146.7 cm)
Overall with mounting: 126 x 65 1/16 in. (320 x 165.2 cm)
Overall with knobs: 126 x 69 11/16 in. (320 x 177 cm), the work is classified as Paintings and was created in 14th century."
53207,蘆雁図|Geese and Reeds,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Unknown,Hanging scroll; ink on paper,"Image: 19 5/8 × 11 7/16 in. (49.8 × 29 cm)
Overall with mounting: 50 7/8 × 15 15/16 in. (129.3 × 40.5 cm)
Overall with knobs: 50 7/8 × 17 7/8 in. (129.3 × 45.4 cm)",Paintings,late 14th century,"蘆雁図|Geese and Reeds is a Muromachi period (1392–1573) Hanging scroll by the Japan artist.This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 19 5/8 × 11 7/16 in. (49.8 × 29 cm)
Overall with mounting: 50 7/8 × 15 15/16 in. (129.3 × 40.5 cm)
Overall with knobs: 50 7/8 × 17 7/8 in. (129.3 × 45.4 cm), the work is classified as Paintings and was created in late 14th century."
53210,元　佚名　牧牛圖　軸|Ox and Herdsman,Hanging scroll,Asian Art,China,Yuan dynasty (1271–1368),Unidentified artist,Hanging scroll; ink on silk,"Image: 39 1/16 × 14 13/16 in. (99.2 × 37.7 cm)
Overall with mounting: 68 1/2 × 15 11/16 in. (174 × 39.9 cm)
Overall with knobs: 68 1/2 × 17 3/8 in. (174 × 44.2 cm)",Paintings,late 13th century,"元　佚名　牧牛圖　軸|Ox and Herdsman is a Yuan dynasty (1271–1368) Hanging scroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring Image: 39 1/16 × 14 13/16 in. (99.2 × 37.7 cm)
Overall with mounting: 68 1/2 × 15 11/16 in. (174 × 39.9 cm)
Overall with knobs: 68 1/2 × 17 3/8 in. (174 × 44.2 cm), the work is classified as Paintings and was created in late 13th century."
53212,朴堂祖淳筆　蘇軾騎驢図|Su Shi Riding a Donkey,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Bokudō Sojun,Hanging scroll; ink and gold on paper,"Image: 22 1/2 × 10 1/4 in. (57.2 × 26 cm)
Overall with mounting: 57 11/16 × 14 7/8 in. (146.5 × 37.8 cm)
Overall with knobs: 57 11/16 × 16 11/16 in. (146.5 × 42.4 cm)",Paintings,early 15th century,"朴堂祖淳筆　蘇軾騎驢図|Su Shi Riding a Donkey is a Muromachi period (1392–1573) Hanging scroll by the Japan artist Bokudō Sojun. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and gold on paper. Measuring Image: 22 1/2 × 10 1/4 in. (57.2 × 26 cm)
Overall with mounting: 57 11/16 × 14 7/8 in. (146.5 × 37.8 cm)
Overall with knobs: 57 11/16 × 16 11/16 in. (146.5 × 42.4 cm), the work is classified as Paintings and was created in early 15th century."
53213,牧童図扇面|Herd Boy with Ox,Folding fan mounted as hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Kano Masanobu 狩野正信,Folding fan mounted as a hanging scroll; ink and gold on paper,"Image: 8 7/8 × 18 1/2 in. (22.5 × 47 cm)
Overall with mounting: 53 1/8 × 27 11/16 in. (135 × 70.3 cm)
Overall with knobs: 53 1/8 × 29 5/16 in. (135 × 74.5 cm)",Paintings,late 15th century,"牧童図扇面|Herd Boy with Ox is a Muromachi period (1392–1573) Folding fan mounted as hanging scroll by the Japan artist Kano Masanobu 狩野正信. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as a hanging scroll; ink and gold on paper. Measuring Image: 8 7/8 × 18 1/2 in. (22.5 × 47 cm)
Overall with mounting: 53 1/8 × 27 11/16 in. (135 × 70.3 cm)
Overall with knobs: 53 1/8 × 29 5/16 in. (135 × 74.5 cm), the work is classified as Paintings and was created in late 15th century."
53219,墨林愚庵筆  葡萄蝉図|Cicada on a Grapevine,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Bokurin Guan,Hanging scroll; ink on paper,"Image: 25 1/4 × 12 1/8 in. (64.2 × 30.8 cm)
Overall with mounting: 57 5/16 × 15 1/2 in. (145.5 × 39.3 cm)
Overall with knobs: 57 5/16 × 17 5/16 in. (145.5 × 44 cm)",Paintings,late 14th century,"墨林愚庵筆  葡萄蝉図|Cicada on a Grapevine is a Muromachi period (1392–1573) Hanging scroll by the Japan artist Bokurin Guan. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 25 1/4 × 12 1/8 in. (64.2 × 30.8 cm)
Overall with mounting: 57 5/16 × 15 1/2 in. (145.5 × 39.3 cm)
Overall with knobs: 57 5/16 × 17 5/16 in. (145.5 × 44 cm), the work is classified as Paintings and was created in late 14th century."
53221,式部輝忠筆　夏秋花鳥図|Birds and Flowers of Summer and Autumn,Hanging scrolls,Asian Art,Japan,Muromachi period (1392–1573),Shikibu Terutada,Pair of hanging scrolls; ink and color on paper,"Image (a): 37 11/16 × 17 5/8 in. (95.8 × 44.8 cm)
Overall with mounting (a): 74 7/16 × 23 3/8 in. (189 × 59.3 cm)
Overall with knobs (a): 74 7/16 × 25 3/16 in. (189 × 64 cm)
Image (b): 37 11/16 × 17 5/8 in. (95.8 × 44.8 cm)
Overall with mounting (b): 74 5/8 × 23 3/8 in. (189.5 × 59.3 cm)
Overall with knobs (b): 74 5/8 × 25 3/16 in. (189.5 × 64 cm)",Paintings,mid-16th century,"式部輝忠筆　夏秋花鳥図|Birds and Flowers of Summer and Autumn is a Muromachi period (1392–1573) Hanging scrolls by the Japan artist Shikibu Terutada. This piece, part of the Asian Art collection, is crafted using Pair of hanging scrolls; ink and color on paper. Measuring Image (a): 37 11/16 × 17 5/8 in. (95.8 × 44.8 cm)
Overall with mounting (a): 74 7/16 × 23 3/8 in. (189 × 59.3 cm)
Overall with knobs (a): 74 7/16 × 25 3/16 in. (189 × 64 cm)
Image (b): 37 11/16 × 17 5/8 in. (95.8 × 44.8 cm)
Overall with mounting (b): 74 5/8 × 23 3/8 in. (189.5 × 59.3 cm)
Overall with knobs (b): 74 5/8 × 25 3/16 in. (189.5 × 64 cm), the work is classified as Paintings and was created in mid-16th century."
53222,右都御史筆　麝香猫図|Musk Cat,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Uto Gyoshi,Hanging scroll; ink and color on paper,"Image: 29 15/16 × 18 5/16 in. (76 × 46.5 cm)
Overall with mounting: 66 1/8 × 24 1/8 in. (168 × 61.3 cm)
Overall with knobs: 66 1/8 × 25 7/8 in. (168 × 65.8 cm)",Paintings,mid–late 16th century,"右都御史筆　麝香猫図|Musk Cat is a Muromachi period (1392–1573) Hanging scroll by the Japan artist Uto Gyoshi. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 29 15/16 × 18 5/16 in. (76 × 46.5 cm)
Overall with mounting: 66 1/8 × 24 1/8 in. (168 × 61.3 cm)
Overall with knobs: 66 1/8 × 25 7/8 in. (168 × 65.8 cm), the work is classified as Paintings and was created in mid–late 16th century."
53223,伝天章周文筆 　山水図屏風|Mountain Landscape,Screens,Asian Art,Japan,Muromachi period (1392–1573),Tenshō Shūbun,Pair of six-panel folding screens; ink and color on paper,"60 5/8 in. × 9 ft. 6 3/16 in. (154 × 290 cm)
Overall with mounting: 68 in. × 9 ft. 11 11/16 in. (172.7 × 304 cm)",Paintings,early–mid-15th century,"伝天章周文筆 　山水図屏風|Mountain Landscape is a Muromachi period (1392–1573) Screens by the Japan artist Tenshō Shūbun. This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink and color on paper. Measuring 60 5/8 in. × 9 ft. 6 3/16 in. (154 × 290 cm)
Overall with mounting: 68 in. × 9 ft. 11 11/16 in. (172.7 × 304 cm), the work is classified as Paintings and was created in early–mid-15th century."
53226,鑑貞筆　瀟湘八景中の二景図|Two Views from the Eight Views of the Xiao and Xiang Rivers,Hanging scrolls,Asian Art,Japan,Muromachi period (1392–1573),Kantei,Pair of hanging scrolls; ink and color on paper,"Image (a): 18 1/16 × 11 3/4 in. (45.8 × 29.9 cm)
Overall with mounting (a): 51 15/16 × 16 3/8 in. (132 × 41.6 cm)
Overall with knobs (a): 51 15/16 × 18 1/8 in. (132 × 46 cm)
Image (b): 18 1/8 × 11 3/4 in. (46 × 29.9 cm)
Overall with mounting (b): 52 1/16 × 16 5/16 in. (132.2 × 41.5 cm)
Overall with knobs (b): 52 1/16 × 18 1/8 in. (132.2 × 46 cm)",Paintings,early 16th century,"鑑貞筆　瀟湘八景中の二景図|Two Views from the Eight Views of the Xiao and Xiang Rivers is a Muromachi period (1392–1573) Hanging scrolls by the Japan artist Kantei. This piece, part of the Asian Art collection, is crafted using Pair of hanging scrolls; ink and color on paper. Measuring Image (a): 18 1/16 × 11 3/4 in. (45.8 × 29.9 cm)
Overall with mounting (a): 51 15/16 × 16 3/8 in. (132 × 41.6 cm)
Overall with knobs (a): 51 15/16 × 18 1/8 in. (132 × 46 cm)
Image (b): 18 1/8 × 11 3/4 in. (46 × 29.9 cm)
Overall with mounting (b): 52 1/16 × 16 5/16 in. (132.2 × 41.5 cm)
Overall with knobs (b): 52 1/16 × 18 1/8 in. (132.2 × 46 cm), the work is classified as Paintings and was created in early 16th century."
53228,牧松周省筆   破墨山水図|Splashed-Ink Landscape,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Bokushō Shūshō,Hanging scroll; ink on paper,"Image: 31 1/2 × 13 3/8 in. (80 × 33.9 cm)
Overall with mounting: 59 13/16 × 14 3/16 in. (152 × 36 cm)
Overall with knobs: 59 13/16 × 16 1/16 in. (152 × 40.8 cm)",Paintings,early 16th century,"牧松周省筆   破墨山水図|Splashed-Ink Landscape is a Muromachi period (1392–1573) Hanging scroll by the Japan artist Bokushō Shūshō. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 31 1/2 × 13 3/8 in. (80 × 33.9 cm)
Overall with mounting: 59 13/16 × 14 3/16 in. (152 × 36 cm)
Overall with knobs: 59 13/16 × 16 1/16 in. (152 × 40.8 cm), the work is classified as Paintings and was created in early 16th century."
53230,雪村周継筆　山水図|Landscape with Rocky Precipice,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Sesson Shūkei,Hanging scroll; ink and color on paper,"Image: 11 7/8 × 18 3/8 in. (30.2 × 46.7 cm)
Overall with mounting: 44 in. × 22 5/8 in. (111.8 × 57.4 cm)
Overall with knobs: 44 × 24 1/2 in. (111.8 × 62.3 cm)",Paintings,16th century,"雪村周継筆　山水図|Landscape with Rocky Precipice is a Muromachi period (1392–1573) Hanging scroll by the Japan artist Sesson Shūkei. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 11 7/8 × 18 3/8 in. (30.2 × 46.7 cm)
Overall with mounting: 44 in. × 22 5/8 in. (111.8 × 57.4 cm)
Overall with knobs: 44 × 24 1/2 in. (111.8 × 62.3 cm), the work is classified as Paintings and was created in 16th century."
53231,雪村周継筆　竹林七聖図|Seven Sages of the Bamboo Grove,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Sesson Shūkei,Hanging scroll; ink and color on paper,"Image: 40 5/16 × 20 3/8 in. (102.4 × 51.7 cm)
Overall with mounting: 79 3/4 × 26 7/16 in. (202.5 × 67.2 cm)
Overall with knobs: 79 3/4 × 28 9/16 in. (202.5 × 72.6 cm)",Paintings,1550s,"雪村周継筆　竹林七聖図|Seven Sages of the Bamboo Grove is a Muromachi period (1392–1573) Hanging scroll by the Japan artist Sesson Shūkei. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 40 5/16 × 20 3/8 in. (102.4 × 51.7 cm)
Overall with mounting: 79 3/4 × 26 7/16 in. (202.5 × 67.2 cm)
Overall with knobs: 79 3/4 × 28 9/16 in. (202.5 × 72.6 cm), the work is classified as Paintings and was created in 1550s."
53233,狩野元信周辺　伯牙鍾子期図|Bo Ya Plays the Qin as Zhong Ziqi Listens,Hanging scroll,Asian Art,Japan,Muromachi period (1392–1573),Kano Motonobu,Hanging scroll; ink and color on paper,"Image: 65 1/16 × 34 1/4 in. (165.2 × 87 cm)
Overall with mounting: 8 ft. 10 7/8 in. × 40 13/16 in. (271.5 × 103.7 cm)
Overall with knobs: 8 ft. 10 7/8 in. × 43 3/16 in. (271.5 × 109.7 cm)",Paintings,1530s,"狩野元信周辺　伯牙鍾子期図|Bo Ya Plays the Qin as Zhong Ziqi Listens is a Muromachi period (1392–1573) Hanging scroll by the Japan artist Kano Motonobu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring Image: 65 1/16 × 34 1/4 in. (165.2 × 87 cm)
Overall with mounting: 8 ft. 10 7/8 in. × 40 13/16 in. (271.5 × 103.7 cm)
Overall with knobs: 8 ft. 10 7/8 in. × 43 3/16 in. (271.5 × 109.7 cm), the work is classified as Paintings and was created in 1530s."
53237,狩野松栄筆   四季花鳥図|Pheasants among Trees: Flowers of the Four Seasons,Hanging scrolls,Asian Art,Japan,Muromachi (1392–1573),Kano Shōei,"Pair of hanging scrolls; ink, color, and gold on paper","Image (a): 37 3/8 × 18 3/8 in. (95 × 46.6 cm)
Overall with mounting (a): 84 3/4 × 26 5/8 in. (215.2 × 67.6 cm)
Overall with knobs (a): 84 3/4 × 28 15/16 in. (215.2 × 73.5 cm)
Image (b): 37 3/8 × 18 3/8 in. (95 × 46.6 cm)
Overall with mounting (b): 84 15/16 × 26 5/8 in. (215.8 × 67.7 cm)
Overall with knobs (b): 84 15/16 × 28 15/16 in. (215.8 × 73.5 cm)",Paintings,probably 1560s,"狩野松栄筆   四季花鳥図|Pheasants among Trees: Flowers of the Four Seasons is a Muromachi (1392–1573) Hanging scrolls by the Japan artist Kano Shōei. This piece, part of the Asian Art collection, is crafted using Pair of hanging scrolls; ink, color, and gold on paper. Measuring Image (a): 37 3/8 × 18 3/8 in. (95 × 46.6 cm)
Overall with mounting (a): 84 3/4 × 26 5/8 in. (215.2 × 67.6 cm)
Overall with knobs (a): 84 3/4 × 28 15/16 in. (215.2 × 73.5 cm)
Image (b): 37 3/8 × 18 3/8 in. (95 × 46.6 cm)
Overall with mounting (b): 84 15/16 × 26 5/8 in. (215.8 × 67.7 cm)
Overall with knobs (b): 84 15/16 × 28 15/16 in. (215.8 × 73.5 cm), the work is classified as Paintings and was created in probably 1560s."
53238,狩野内膳筆  沢庵宗彭賛  政黄牛・郁山主図|Zheng Huangniu and Yushanzhu,Hanging scrolls,Asian Art,Japan,Momoyama period (1573–1615),Takuan Sōhō|Kano Naizen,Pair of hanging scrolls; ink on paper,"Image (a): 44 in. × 18 11/16 in. (111.7 × 47.4 cm)
Overall with mounting (a): 78 11/16 × 24 5/8 in. (199.8 × 62.6 cm)
Overall with knobs (a): 78 11/16 × 26 9/16 in. (199.8 × 67.5 cm)
Image (b): 44 1/16 × 18 11/16 in. (111.9 × 47.4 cm)
Overall with mounting (b): 78 15/16 × 24 1/2 in. (200.5 × 62.3 cm)
Overall with knobs (b): 78 15/16 × 26 9/16 in. (200.5 × 67.4 cm)",Paintings,early 17th century,"狩野内膳筆  沢庵宗彭賛  政黄牛・郁山主図|Zheng Huangniu and Yushanzhu is a Momoyama period (1573–1615) Hanging scrolls by the Japan artist Takuan Sōhō|Kano Naizen. This piece, part of the Asian Art collection, is crafted using Pair of hanging scrolls; ink on paper. Measuring Image (a): 44 in. × 18 11/16 in. (111.7 × 47.4 cm)
Overall with mounting (a): 78 11/16 × 24 5/8 in. (199.8 × 62.6 cm)
Overall with knobs (a): 78 11/16 × 26 9/16 in. (199.8 × 67.5 cm)
Image (b): 44 1/16 × 18 11/16 in. (111.9 × 47.4 cm)
Overall with mounting (b): 78 15/16 × 24 1/2 in. (200.5 × 62.3 cm)
Overall with knobs (b): 78 15/16 × 26 9/16 in. (200.5 × 67.4 cm), the work is classified as Paintings and was created in early 17th century."
53240,雲谷等顔筆   四季山水図屏風|Landscape of the Four Seasons,Screens,Asian Art,Japan,Momoyama period (1573–1615),Unkoku Tōgan,"Pair of six-panel folding screens; ink, color, and gold dust on paper","Image (each): 61 15/16 in. × 11 ft. 8 1/4 in. (157.3 × 356.2 cm)
Overall with mounting: 68 15/16 in. × 12 ft. 3 7/8 in. (175.1 × 375.6 cm)",Paintings,late 16th–early 17th century,"雲谷等顔筆   四季山水図屏風|Landscape of the Four Seasons is a Momoyama period (1573–1615) Screens by the Japan artist Unkoku Tōgan. This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink, color, and gold dust on paper. Measuring Image (each): 61 15/16 in. × 11 ft. 8 1/4 in. (157.3 × 356.2 cm)
Overall with mounting: 68 15/16 in. × 12 ft. 3 7/8 in. (175.1 × 375.6 cm), the work is classified as Paintings and was created in late 16th–early 17th century."
53241,柳橋水車図屏風|Willows and Bridge,Screens,Asian Art,Japan,Momoyama period (1573–1615),Unknown,"Pair of six-panel folding screens; ink, color, copper, gold, and gold leaf on paper","Image (each): 61 5/16 in. × 11 ft. 5/16 in. (155.8 × 336 cm)
Overall (each): 67 5/8 in. × 11 ft. 6 9/16 in. (171.8 × 352 cm)",Paintings,early 17th century,"柳橋水車図屏風|Willows and Bridge is a Momoyama period (1573–1615) Screens by the Japan artist.This piece, part of the Asian Art collection, is crafted using Pair of six-panel folding screens; ink, color, copper, gold, and gold leaf on paper. Measuring Image (each): 61 5/16 in. × 11 ft. 5/16 in. (155.8 × 336 cm)
Overall (each): 67 5/8 in. × 11 ft. 6 9/16 in. (171.8 × 352 cm), the work is classified as Paintings and was created in early 17th century."
53242,源氏物語図屏風 (胡蝶)|“Butterflies”,Screen,Asian Art,Japan,Momoyama period (1573–1615),Tosa Mitsuyoshi,"Six-panel folding screen; ink, color, gold, and gold leaf on paper",65 in. × 12 ft. 3/4 in. (165.1 × 367.7 cm),Paintings,late 16th–early 17th century,"源氏物語図屏風 (胡蝶)|“Butterflies” is a Momoyama period (1573–1615) Screen by the Japan artist Tosa Mitsuyoshi. This piece, part of the Asian Art collection, is crafted using Six-panel folding screen; ink, color, gold, and gold leaf on paper. Measuring 65 in. × 12 ft. 3/4 in. (165.1 × 367.7 cm), the work is classified as Paintings and was created in late 16th–early 17th century."
53245,"源氏物語画帖「玉鬘」|“A Lovely Garland” (Tamakazura), from The Tale of Genji",Hanging scrolls,Asian Art,Japan,Momoyama period (1573–1615),Tosa Mitsuyoshi 土佐光吉|Konoe Sakihisa 近衛前久,"Album leaves mounted as a pair of hanging scrolls; ink, gold, silver, and color on paper","Image (a): 9 5/8 × 8 3/8 in. (24.4 × 21.3 cm)
Overall with mounting (a): 53 1/4 × 15 11/16 in. (135.3 × 39.8 cm)
Overall with knobs (a): 53 1/4 × 17 3/8 in. (135.3 × 44.2 cm)
Image (b): 9 7/16 × 8 3/8 in. (24 × 21.2 cm)
Overall with mounting (b): 53 1/8 × 15 5/8 in. (135 × 39.7 cm)
Overall with knobs (b): 53 1/8 × 17 3/8 in. (135 × 44.1 cm)",Paintings,early 17th century,"源氏物語画帖「玉鬘」|“A Lovely Garland” (Tamakazura), from The Tale of Genji is a Momoyama period (1573–1615) Hanging scrolls by the Japan artist Tosa Mitsuyoshi 土佐光吉|Konoe Sakihisa 近衛前久. This piece, part of the Asian Art collection, is crafted using Album leaves mounted as a pair of hanging scrolls; ink, gold, silver, and color on paper. Measuring Image (a): 9 5/8 × 8 3/8 in. (24.4 × 21.3 cm)
Overall with mounting (a): 53 1/4 × 15 11/16 in. (135.3 × 39.8 cm)
Overall with knobs (a): 53 1/4 × 17 3/8 in. (135.3 × 44.2 cm)
Image (b): 9 7/16 × 8 3/8 in. (24 × 21.2 cm)
Overall with mounting (b): 53 1/8 × 15 5/8 in. (135 × 39.7 cm)
Overall with knobs (b): 53 1/8 × 17 3/8 in. (135 × 44.1 cm), the work is classified as Paintings and was created in early 17th century."
53246,本阿弥光悦書・俵屋宗達下絵　小倉百人一首和歌巻断簡|Two Poems from One Hundred Poems by One Hundred Poets,Hanging scroll,Asian Art,Japan,Momoyama period (1573–1615),Hon'ami Kōetsu|Tawaraya Sōtatsu,"Section of handscroll mounted as a hanging scrolll; ink, silver, and gold on paper","Image: 13 × 23 3/4 in. (33 × 60.4 cm)
Overall with mounting: 49 5/8 × 29 1/8 in. (126 × 73.9 cm)
Overall with knobs: 49 5/8 × 31 5/16 in. (126 × 79.5 cm)",Paintings,ca. 1615–20,"本阿弥光悦書・俵屋宗達下絵　小倉百人一首和歌巻断簡|Two Poems from One Hundred Poems by One Hundred Poets is a Momoyama period (1573–1615) Hanging scroll by the Japan artist Hon'ami Kōetsu|Tawaraya Sōtatsu. This piece, part of the Asian Art collection, is crafted using Section of handscroll mounted as a hanging scrolll; ink, silver, and gold on paper. Measuring Image: 13 × 23 3/4 in. (33 × 60.4 cm)
Overall with mounting: 49 5/8 × 29 1/8 in. (126 × 73.9 cm)
Overall with knobs: 49 5/8 × 31 5/16 in. (126 × 79.5 cm), the work is classified as Paintings and was created in ca. 1615–20."
53401,Unknown,Screen,Asian Art,Japan,Edo period (1615–1868),Hanabusa Itchō,Six-panel folding screen; ink and color on paper,Image: 47 3/4 in. × 10 ft. 4 1/2 in. (121.3 × 316.2 cm),Paintings,after 1709,"Unknown is a Edo period (1615–1868) Screen by the Japan artist Hanabusa Itchō. This piece, part of the Asian Art collection, is crafted using Six-panel folding screen; ink and color on paper. Measuring Image: 47 3/4 in. × 10 ft. 4 1/2 in. (121.3 × 316.2 cm), the work is classified as Paintings and was created in after 1709."
53404,Unknown,Pair of hanging scrolls,Asian Art,Japan,Edo period (1615–1868),Maruyama Ōkyo 円山応挙,"Pair of hanging scrolls; ink, gold, and color on silk","Image (a): 40 15/16 × 14 9/16 in. (104 × 37 cm)
Overall with mounting (a): 75 3/8 × 20 1/4 in. (191.5 × 51.5 cm)
Overall with knobs (a): 75 3/8 × 22 5/8 in. (191.5 × 57.4 cm)
Image (b): 40 15/16 × 14 1/2 in. (104 × 36.8 cm)
Overall with mounting (b): 75 3/16 × 20 1/4 in. (191 × 51.5 cm)
Overall with knobs (b): 75 3/16 × 22 9/16 in. (191 × 57.3 cm)",Paintings,1785,"Unknown is a Edo period (1615–1868) Pair of hanging scrolls by the Japan artist Maruyama Ōkyo 円山応挙. This piece, part of the Asian Art collection, is crafted using Pair of hanging scrolls; ink, gold, and color on silk. Measuring Image (a): 40 15/16 × 14 9/16 in. (104 × 37 cm)
Overall with mounting (a): 75 3/8 × 20 1/4 in. (191.5 × 51.5 cm)
Overall with knobs (a): 75 3/8 × 22 5/8 in. (191.5 × 57.4 cm)
Image (b): 40 15/16 × 14 1/2 in. (104 × 36.8 cm)
Overall with mounting (b): 75 3/16 × 20 1/4 in. (191 × 51.5 cm)
Overall with knobs (b): 75 3/16 × 22 9/16 in. (191 × 57.3 cm), the work is classified as Paintings and was created in 1785."
